Name,Category,Dosage Form,Strength,Manufacturer,Indication,Classification
Dolovir,Antiviral,Drops,777 mg,Johnson & Johnson,Fungus,Prescription
Clariprofen,Antiviral,Injection,80 mg,Roche Holding AG,Infection,Over-the-Counter
Dextromet,Antidiabetic,Drops,115 mg,Amgen Inc.,Fungus,Prescription
Metomycin,Antifungal,Drops,207 mg,Pfizer Inc.,Depression,Over-the-Counter
Acetomycin,Antiviral,Cream,270 mg,Bristol-Myers Squibb Company,Fungus,Over-the-Counter
Dolocillin,Analgesic,Capsule,698 mg,GlaxoSmithKline plc,Fever,Over-the-Counter
Metomycin,Antiseptic,Inhaler,854 mg,Novartis AG,Wound,Prescription
Dextromet,Antidiabetic,Injection,597 mg,AbbVie Inc.,Fungus,Over-the-Counter
Ibupromycin,Antibiotic,Capsule,6 mg,Pfizer Inc.,Infection,Prescription
Metophen,Antifungal,Syrup,604 mg,Johnson & Johnson,Virus,Prescription
Cefcillin,Antiviral,Drops,408 mg,Boehringer Ingelheim GmbH,Infection,Prescription
Metomycin,Antidepressant,Cream,895 mg,Eli Lilly and Company,Depression,Prescription
Dolophen,Antiseptic,Inhaler,190 mg,Eli Lilly and Company,Virus,Prescription
Ibupromet,Antifungal,Injection,419 mg,GlaxoSmithKline plc,Depression,Prescription
Clarinazole,Antifungal,Cream,198 mg,"Gilead Sciences, Inc.",Fever,Over-the-Counter
Metomet,Antidiabetic,Tablet,717 mg,Johnson & Johnson,Wound,Prescription
Clarimet,Antidiabetic,Inhaler,747 mg,Takeda Pharmaceutical Company Limited,Fungus,Over-the-Counter
Cefcillin,Antiviral,Inhaler,488 mg,Bayer AG,Infection,Prescription
Clarinazole,Antifungal,Syrup,448 mg,Novartis AG,Depression,Over-the-Counter
Dolophen,Analgesic,Injection,596 mg,Eli Lilly and Company,Wound,Over-the-Counter
Dolomet,Antiviral,Tablet,512 mg,"Merck & Co., Inc.",Virus,Prescription
Doloprofen,Antibiotic,Syrup,441 mg,Eli Lilly and Company,Virus,Over-the-Counter
Metocillin,Antibiotic,Drops,247 mg,"Gilead Sciences, Inc.",Infection,Over-the-Counter
Cefstatin,Antiseptic,Ointment,442 mg,"Merck & Co., Inc.",Virus,Over-the-Counter
Dolovir,Antipyretic,Inhaler,439 mg,Teva Pharmaceutical Industries Ltd.,Virus,Over-the-Counter
Amoxiphen,Antiseptic,Syrup,253 mg,Novartis AG,Fever,Over-the-Counter
Acetonazole,Antidepressant,Inhaler,773 mg,Novo Nordisk A/S,Virus,Prescription
Dextrovir,Antipyretic,Drops,574 mg,CSL Limited,Fungus,Over-the-Counter
Cefmycin,Antidepressant,Syrup,100 mg,"Merck & Co., Inc.",Infection,Prescription
Dolocillin,Antiseptic,Drops,395 mg,Bristol-Myers Squibb Company,Pain,Over-the-Counter
Ibuproprofen,Antibiotic,Tablet,167 mg,CSL Limited,Wound,Prescription
Dolocillin,Antiviral,Injection,61 mg,Bayer AG,Depression,Over-the-Counter
Amoximycin,Antipyretic,Capsule,306 mg,Johnson & Johnson,Pain,Over-the-Counter
Ibuproprofen,Antipyretic,Inhaler,846 mg,Pfizer Inc.,Diabetes,Prescription
Metophen,Antipyretic,Tablet,149 mg,Sanofi S.A.,Depression,Over-the-Counter
Acetostatin,Antiviral,Inhaler,888 mg,Biogen Inc.,Virus,Over-the-Counter
Acetocillin,Antifungal,Injection,49 mg,Novo Nordisk A/S,Wound,Prescription
Amoxiphen,Antidepressant,Ointment,547 mg,AstraZeneca plc,Fever,Over-the-Counter
Acetonazole,Antipyretic,Inhaler,719 mg,Bayer AG,Wound,Prescription
Dextrovir,Antidepressant,Inhaler,891 mg,GlaxoSmithKline plc,Fever,Prescription
Amoxiprofen,Antipyretic,Ointment,548 mg,Johnson & Johnson,Fungus,Over-the-Counter
Amoxicillin,Antibiotic,Tablet,239 mg,CSL Limited,Infection,Over-the-Counter
Acetomet,Antipyretic,Inhaler,497 mg,AbbVie Inc.,Fungus,Prescription
Metocillin,Antiviral,Inhaler,94 mg,Teva Pharmaceutical Industries Ltd.,Fungus,Over-the-Counter
Cefnazole,Antibiotic,Inhaler,339 mg,Novartis AG,Virus,Prescription
Ibuprocillin,Antifungal,Ointment,70 mg,GlaxoSmithKline plc,Pain,Prescription
Amoximet,Analgesic,Tablet,41 mg,GlaxoSmithKline plc,Fungus,Over-the-Counter
Ibuprocillin,Antipyretic,Injection,418 mg,Novo Nordisk A/S,Fever,Over-the-Counter
Ibuprocillin,Antidepressant,Cream,336 mg,Sanofi S.A.,Virus,Prescription
Metomet,Antiviral,Cream,781 mg,Biogen Inc.,Depression,Over-the-Counter
Dextronazole,Antibiotic,Drops,14 mg,"Merck & Co., Inc.",Fever,Over-the-Counter
Ibuprovir,Antidepressant,Capsule,570 mg,Roche Holding AG,Fungus,Prescription
Dolonazole,Antibiotic,Drops,249 mg,Amgen Inc.,Virus,Prescription
Metocillin,Analgesic,Inhaler,890 mg,Bristol-Myers Squibb Company,Wound,Prescription
Ibuprocillin,Analgesic,Cream,249 mg,"Gilead Sciences, Inc.",Infection,Over-the-Counter
Dextrocillin,Antipyretic,Injection,22 mg,GlaxoSmithKline plc,Virus,Prescription
Amoxiphen,Antiseptic,Ointment,481 mg,Bayer AG,Pain,Prescription
Claricillin,Antidiabetic,Tablet,602 mg,Johnson & Johnson,Pain,Over-the-Counter
Amoxiphen,Antiseptic,Injection,901 mg,"Gilead Sciences, Inc.",Diabetes,Prescription
Amoxistatin,Antidepressant,Tablet,276 mg,Boehringer Ingelheim GmbH,Virus,Over-the-Counter
Dolostatin,Antiseptic,Injection,95 mg,Boehringer Ingelheim GmbH,Virus,Prescription
Dextroprofen,Analgesic,Syrup,280 mg,Novo Nordisk A/S,Virus,Over-the-Counter
Metomycin,Antiviral,Syrup,549 mg,Novartis AG,Fever,Over-the-Counter
Acetophen,Antiseptic,Syrup,193 mg,Eli Lilly and Company,Infection,Over-the-Counter
Dextromet,Antidepressant,Ointment,822 mg,CSL Limited,Wound,Prescription
Dextroprofen,Antibiotic,Cream,73 mg,Novartis AG,Depression,Over-the-Counter
Amoxiprofen,Antiseptic,Cream,890 mg,"Merck & Co., Inc.",Depression,Prescription
Cefstatin,Antiviral,Cream,795 mg,"Merck & Co., Inc.",Diabetes,Prescription
Acetomet,Antipyretic,Capsule,534 mg,Pfizer Inc.,Pain,Prescription
Acetomet,Antiviral,Syrup,246 mg,Teva Pharmaceutical Industries Ltd.,Wound,Over-the-Counter
Dextronazole,Antipyretic,Cream,916 mg,"Gilead Sciences, Inc.",Pain,Prescription
Cefmycin,Antidepressant,Injection,857 mg,Takeda Pharmaceutical Company Limited,Pain,Over-the-Counter
Amoxiphen,Antibiotic,Tablet,827 mg,Roche Holding AG,Depression,Over-the-Counter
Clarimet,Antidepressant,Tablet,673 mg,"Merck & Co., Inc.",Fungus,Prescription
Amoxinazole,Antibiotic,Tablet,266 mg,GlaxoSmithKline plc,Diabetes,Prescription
Claricillin,Antiviral,Ointment,667 mg,GlaxoSmithKline plc,Fever,Over-the-Counter
Metophen,Antibiotic,Syrup,889 mg,Novo Nordisk A/S,Pain,Over-the-Counter
Metomycin,Antiviral,Cream,351 mg,CSL Limited,Infection,Over-the-Counter
Metophen,Antidepressant,Ointment,199 mg,Amgen Inc.,Diabetes,Prescription
Amoxiprofen,Antiviral,Syrup,632 mg,Sanofi S.A.,Depression,Prescription
Acetomet,Antidepressant,Syrup,812 mg,Sanofi S.A.,Depression,Prescription
Dextronazole,Antifungal,Capsule,75 mg,Amgen Inc.,Fever,Over-the-Counter
Dolovir,Antipyretic,Capsule,851 mg,Johnson & Johnson,Fever,Over-the-Counter
Dolocillin,Antiviral,Ointment,221 mg,Boehringer Ingelheim GmbH,Wound,Over-the-Counter
Cefphen,Antifungal,Tablet,3 mg,Novartis AG,Diabetes,Prescription
Dextrostatin,Antiviral,Injection,586 mg,Johnson & Johnson,Fever,Prescription
Dextromycin,Antidepressant,Syrup,545 mg,Sanofi S.A.,Infection,Over-the-Counter
Cefprofen,Antidepressant,Syrup,508 mg,Novo Nordisk A/S,Infection,Over-the-Counter
Acetocillin,Antidepressant,Tablet,410 mg,Takeda Pharmaceutical Company Limited,Pain,Over-the-Counter
Amoxicillin,Antiseptic,Ointment,712 mg,"Merck & Co., Inc.",Fungus,Over-the-Counter
Dolophen,Antipyretic,Drops,926 mg,AbbVie Inc.,Diabetes,Prescription
Claricillin,Antidiabetic,Capsule,628 mg,"Gilead Sciences, Inc.",Infection,Prescription
Dolomet,Antiviral,Ointment,952 mg,GlaxoSmithKline plc,Pain,Prescription
Dextrocillin,Analgesic,Syrup,243 mg,Novo Nordisk A/S,Fungus,Prescription
Doloprofen,Antiviral,Cream,571 mg,Pfizer Inc.,Wound,Prescription
Dolonazole,Antifungal,Capsule,660 mg,Roche Holding AG,Wound,Over-the-Counter
Acetostatin,Analgesic,Cream,497 mg,Pfizer Inc.,Fever,Over-the-Counter
Cefvir,Antiseptic,Capsule,212 mg,Biogen Inc.,Virus,Over-the-Counter
Cefvir,Analgesic,Inhaler,647 mg,Johnson & Johnson,Fever,Prescription
Acetostatin,Antiviral,Cream,966 mg,AbbVie Inc.,Depression,Prescription
Cefcillin,Antifungal,Drops,786 mg,Teva Pharmaceutical Industries Ltd.,Fever,Over-the-Counter
Cefnazole,Antidepressant,Syrup,763 mg,Sanofi S.A.,Depression,Over-the-Counter
Clarimet,Analgesic,Tablet,422 mg,CSL Limited,Depression,Over-the-Counter
Clarivir,Antiseptic,Tablet,876 mg,Pfizer Inc.,Infection,Prescription
Dextroprofen,Antifungal,Inhaler,201 mg,CSL Limited,Virus,Prescription
Clariprofen,Antiviral,Injection,891 mg,Sanofi S.A.,Wound,Over-the-Counter
Amoxiprofen,Antidiabetic,Injection,391 mg,CSL Limited,Fungus,Over-the-Counter
Ibuprostatin,Analgesic,Drops,775 mg,Boehringer Ingelheim GmbH,Virus,Over-the-Counter
Amoxistatin,Antipyretic,Tablet,304 mg,Novartis AG,Wound,Over-the-Counter
Amoxivir,Antipyretic,Injection,718 mg,Bayer AG,Pain,Over-the-Counter
Dolostatin,Antibiotic,Capsule,852 mg,Teva Pharmaceutical Industries Ltd.,Infection,Prescription
Metonazole,Antidiabetic,Syrup,893 mg,CSL Limited,Virus,Over-the-Counter
Metophen,Antifungal,Drops,264 mg,Pfizer Inc.,Depression,Prescription
Ibupronazole,Antiseptic,Capsule,975 mg,GlaxoSmithKline plc,Fungus,Over-the-Counter
Metophen,Antiseptic,Inhaler,862 mg,Eli Lilly and Company,Diabetes,Over-the-Counter
Ibuprostatin,Antidiabetic,Ointment,646 mg,Bayer AG,Diabetes,Over-the-Counter
Acetovir,Antidepressant,Capsule,323 mg,Novartis AG,Infection,Prescription
Dextrostatin,Antiviral,Capsule,24 mg,Sanofi S.A.,Pain,Prescription
Clarinazole,Analgesic,Cream,77 mg,Pfizer Inc.,Virus,Prescription
Dextromycin,Antiviral,Cream,27 mg,"Merck & Co., Inc.",Wound,Prescription
Dextroprofen,Antibiotic,Tablet,960 mg,"Gilead Sciences, Inc.",Pain,Prescription
Acetovir,Antiseptic,Capsule,66 mg,Teva Pharmaceutical Industries Ltd.,Depression,Over-the-Counter
Acetomet,Analgesic,Cream,440 mg,Novartis AG,Wound,Over-the-Counter
Metocillin,Antidepressant,Injection,866 mg,"Gilead Sciences, Inc.",Infection,Prescription
Metostatin,Antiviral,Capsule,929 mg,Biogen Inc.,Depression,Over-the-Counter
Dextrophen,Antidepressant,Capsule,949 mg,Bristol-Myers Squibb Company,Pain,Over-the-Counter
Dolocillin,Antidiabetic,Inhaler,707 mg,Bayer AG,Depression,Prescription
Dextrovir,Antifungal,Capsule,66 mg,Bristol-Myers Squibb Company,Infection,Over-the-Counter
Amoxistatin,Antiviral,Inhaler,216 mg,"Gilead Sciences, Inc.",Fever,Prescription
Ibuproprofen,Analgesic,Tablet,598 mg,Novartis AG,Infection,Prescription
Clariprofen,Antiviral,Injection,642 mg,Takeda Pharmaceutical Company Limited,Diabetes,Prescription
Ibuprophen,Antidiabetic,Ointment,914 mg,Bayer AG,Depression,Prescription
Dextroprofen,Antipyretic,Drops,915 mg,Takeda Pharmaceutical Company Limited,Fever,Over-the-Counter
Amoxicillin,Antiviral,Cream,473 mg,Takeda Pharmaceutical Company Limited,Fungus,Prescription
Dextrovir,Antidiabetic,Capsule,676 mg,Sanofi S.A.,Virus,Prescription
Acetocillin,Antiseptic,Syrup,835 mg,"Gilead Sciences, Inc.",Diabetes,Over-the-Counter
Ibupronazole,Antidepressant,Syrup,800 mg,Novo Nordisk A/S,Diabetes,Over-the-Counter
Dolovir,Antipyretic,Injection,755 mg,Teva Pharmaceutical Industries Ltd.,Depression,Prescription
Dolomycin,Antidepressant,Syrup,77 mg,Eli Lilly and Company,Fever,Prescription
Amoxiprofen,Antidepressant,Tablet,178 mg,Teva Pharmaceutical Industries Ltd.,Depression,Over-the-Counter
Acetocillin,Antidiabetic,Cream,323 mg,Bayer AG,Infection,Prescription
Amoxinazole,Antipyretic,Drops,965 mg,AbbVie Inc.,Wound,Prescription
Amoxistatin,Antibiotic,Syrup,45 mg,AbbVie Inc.,Depression,Over-the-Counter
Amoximycin,Antiviral,Inhaler,202 mg,Bayer AG,Wound,Over-the-Counter
Cefprofen,Antibiotic,Cream,329 mg,Boehringer Ingelheim GmbH,Wound,Over-the-Counter
Claricillin,Antibiotic,Inhaler,139 mg,Eli Lilly and Company,Depression,Over-the-Counter
Acetostatin,Analgesic,Tablet,60 mg,AstraZeneca plc,Fungus,Prescription
Amoximet,Antibiotic,Ointment,219 mg,AstraZeneca plc,Virus,Over-the-Counter
Acetophen,Antiviral,Ointment,178 mg,Roche Holding AG,Diabetes,Prescription
Dextroprofen,Antibiotic,Ointment,626 mg,Eli Lilly and Company,Wound,Over-the-Counter
Ibupromycin,Antiviral,Ointment,727 mg,Takeda Pharmaceutical Company Limited,Infection,Prescription
Dextrocillin,Antipyretic,Drops,301 mg,Boehringer Ingelheim GmbH,Wound,Over-the-Counter
Dextrostatin,Antibiotic,Syrup,632 mg,Eli Lilly and Company,Fever,Prescription
Dextrocillin,Antibiotic,Tablet,433 mg,CSL Limited,Fever,Over-the-Counter
Amoxistatin,Antibiotic,Cream,957 mg,CSL Limited,Fever,Prescription
Amoximet,Analgesic,Capsule,257 mg,"Merck & Co., Inc.",Infection,Prescription
Doloprofen,Antiseptic,Injection,252 mg,Novo Nordisk A/S,Wound,Over-the-Counter
Clarimycin,Antipyretic,Capsule,783 mg,"Gilead Sciences, Inc.",Diabetes,Over-the-Counter
Dolophen,Antifungal,Inhaler,21 mg,Roche Holding AG,Infection,Over-the-Counter
Dextronazole,Antiseptic,Drops,932 mg,Pfizer Inc.,Diabetes,Over-the-Counter
Clarivir,Antipyretic,Drops,266 mg,Johnson & Johnson,Pain,Over-the-Counter
Cefnazole,Antidepressant,Tablet,539 mg,Roche Holding AG,Fever,Over-the-Counter
Claricillin,Antidepressant,Injection,358 mg,Sanofi S.A.,Fungus,Prescription
Claricillin,Antidiabetic,Capsule,489 mg,Pfizer Inc.,Diabetes,Prescription
Claristatin,Antidepressant,Drops,828 mg,Johnson & Johnson,Depression,Prescription
Metonazole,Antifungal,Inhaler,849 mg,AbbVie Inc.,Fever,Prescription
Metophen,Antidiabetic,Capsule,248 mg,AstraZeneca plc,Pain,Over-the-Counter
Dextroprofen,Antibiotic,Capsule,380 mg,AstraZeneca plc,Diabetes,Over-the-Counter
Acetovir,Antiviral,Ointment,448 mg,Bristol-Myers Squibb Company,Virus,Prescription
Ibupronazole,Antiseptic,Injection,726 mg,Bayer AG,Infection,Prescription
Ibupronazole,Antipyretic,Injection,827 mg,Teva Pharmaceutical Industries Ltd.,Depression,Prescription
Metomet,Analgesic,Syrup,484 mg,Boehringer Ingelheim GmbH,Virus,Over-the-Counter
Dolonazole,Antiseptic,Syrup,39 mg,Bristol-Myers Squibb Company,Virus,Over-the-Counter
Dolonazole,Analgesic,Inhaler,231 mg,Biogen Inc.,Virus,Over-the-Counter
Clarimet,Antipyretic,Cream,687 mg,Johnson & Johnson,Wound,Prescription
Acetocillin,Antifungal,Syrup,518 mg,"Merck & Co., Inc.",Virus,Prescription
Dextromycin,Antibiotic,Drops,4 mg,AstraZeneca plc,Infection,Prescription
Amoximet,Antibiotic,Syrup,693 mg,AstraZeneca plc,Virus,Over-the-Counter
Cefprofen,Antiviral,Syrup,519 mg,Pfizer Inc.,Pain,Prescription
Dextrophen,Analgesic,Cream,538 mg,GlaxoSmithKline plc,Virus,Over-the-Counter
Dolomet,Antipyretic,Tablet,645 mg,Teva Pharmaceutical Industries Ltd.,Infection,Prescription
Cefmycin,Antiseptic,Injection,337 mg,CSL Limited,Wound,Prescription
Metocillin,Antipyretic,Syrup,965 mg,Eli Lilly and Company,Depression,Prescription
Ibuprophen,Antidiabetic,Syrup,275 mg,CSL Limited,Depression,Prescription
Cefmycin,Antifungal,Injection,878 mg,Pfizer Inc.,Infection,Over-the-Counter
Clarimet,Antiseptic,Syrup,865 mg,Roche Holding AG,Diabetes,Prescription
Dextroprofen,Analgesic,Injection,613 mg,Sanofi S.A.,Wound,Prescription
Amoxivir,Antidiabetic,Injection,534 mg,Bayer AG,Virus,Prescription
Dextrophen,Antidiabetic,Capsule,786 mg,Pfizer Inc.,Infection,Over-the-Counter
Acetocillin,Antiviral,Tablet,989 mg,GlaxoSmithKline plc,Pain,Over-the-Counter
Dextrostatin,Antidepressant,Injection,830 mg,Johnson & Johnson,Fungus,Over-the-Counter
Dextroprofen,Antibiotic,Cream,755 mg,Boehringer Ingelheim GmbH,Depression,Over-the-Counter
Amoxivir,Antidiabetic,Ointment,177 mg,Biogen Inc.,Infection,Over-the-Counter
Cefmycin,Antibiotic,Syrup,237 mg,Bristol-Myers Squibb Company,Fungus,Prescription
Doloprofen,Antifungal,Tablet,495 mg,Novo Nordisk A/S,Fungus,Over-the-Counter
Amoxivir,Antifungal,Tablet,801 mg,Bristol-Myers Squibb Company,Fever,Over-the-Counter
Dolocillin,Antidepressant,Cream,477 mg,Novo Nordisk A/S,Diabetes,Prescription
Ibupromycin,Antiseptic,Injection,964 mg,"Gilead Sciences, Inc.",Virus,Prescription
Dextromet,Antiseptic,Tablet,943 mg,Teva Pharmaceutical Industries Ltd.,Pain,Prescription
Dextrostatin,Antibiotic,Cream,550 mg,Sanofi S.A.,Fever,Prescription
Metovir,Antidepressant,Capsule,41 mg,Sanofi S.A.,Fever,Prescription
Ibuproprofen,Antifungal,Syrup,184 mg,Eli Lilly and Company,Infection,Over-the-Counter
Ibuprostatin,Analgesic,Capsule,871 mg,CSL Limited,Infection,Over-the-Counter
Metocillin,Antidepressant,Drops,247 mg,Novartis AG,Virus,Over-the-Counter
Ibupromycin,Antiseptic,Inhaler,878 mg,Amgen Inc.,Virus,Prescription
Amoxiprofen,Antibiotic,Capsule,530 mg,"Gilead Sciences, Inc.",Pain,Over-the-Counter
Acetonazole,Antibiotic,Tablet,632 mg,Novo Nordisk A/S,Pain,Over-the-Counter
Acetomycin,Analgesic,Injection,679 mg,"Gilead Sciences, Inc.",Pain,Over-the-Counter
Acetomet,Antipyretic,Drops,337 mg,Bristol-Myers Squibb Company,Infection,Prescription
Cefstatin,Antipyretic,Capsule,207 mg,Boehringer Ingelheim GmbH,Diabetes,Over-the-Counter
Ibuproprofen,Antidiabetic,Ointment,824 mg,Amgen Inc.,Fungus,Over-the-Counter
Acetophen,Antidepressant,Syrup,437 mg,Bristol-Myers Squibb Company,Fever,Prescription
Ibuprophen,Antidepressant,Ointment,292 mg,Roche Holding AG,Depression,Over-the-Counter
Acetostatin,Antibiotic,Syrup,703 mg,Biogen Inc.,Infection,Prescription
Amoxicillin,Antiseptic,Drops,985 mg,AstraZeneca plc,Fever,Over-the-Counter
Ibuproprofen,Antibiotic,Syrup,367 mg,"Merck & Co., Inc.",Diabetes,Over-the-Counter
Dextrovir,Antifungal,Injection,20 mg,Eli Lilly and Company,Infection,Prescription
Dextroprofen,Antibiotic,Inhaler,609 mg,Novo Nordisk A/S,Virus,Over-the-Counter
Ibupronazole,Antidiabetic,Inhaler,310 mg,Boehringer Ingelheim GmbH,Pain,Over-the-Counter
Amoximycin,Antidepressant,Tablet,294 mg,Teva Pharmaceutical Industries Ltd.,Wound,Over-the-Counter
Ibuprophen,Antidiabetic,Ointment,33 mg,Johnson & Johnson,Fever,Prescription
Clarimycin,Antifungal,Inhaler,461 mg,Novo Nordisk A/S,Fungus,Prescription
Cefphen,Antibiotic,Ointment,804 mg,Roche Holding AG,Pain,Over-the-Counter
Dextroprofen,Antiviral,Tablet,709 mg,Teva Pharmaceutical Industries Ltd.,Infection,Over-the-Counter
Cefmet,Antidepressant,Tablet,616 mg,Pfizer Inc.,Infection,Over-the-Counter
Cefnazole,Antibiotic,Ointment,257 mg,Novartis AG,Infection,Over-the-Counter
Metomycin,Antiseptic,Ointment,156 mg,Eli Lilly and Company,Infection,Prescription
Clarimycin,Antipyretic,Tablet,199 mg,"Merck & Co., Inc.",Pain,Prescription
Acetostatin,Antidepressant,Tablet,640 mg,Bayer AG,Fungus,Prescription
Metostatin,Antifungal,Capsule,178 mg,Bristol-Myers Squibb Company,Wound,Over-the-Counter
Clarimet,Antidepressant,Drops,54 mg,Amgen Inc.,Depression,Prescription
Acetovir,Antiseptic,Tablet,474 mg,CSL Limited,Depression,Prescription
Dextrovir,Antidiabetic,Syrup,475 mg,GlaxoSmithKline plc,Pain,Prescription
Cefcillin,Antiviral,Ointment,801 mg,Novo Nordisk A/S,Fever,Prescription
Acetophen,Antiviral,Injection,536 mg,Pfizer Inc.,Fever,Over-the-Counter
Dextrophen,Antibiotic,Inhaler,593 mg,Novo Nordisk A/S,Virus,Prescription
Ibuprophen,Antidiabetic,Drops,159 mg,Teva Pharmaceutical Industries Ltd.,Depression,Over-the-Counter
Acetovir,Antiseptic,Cream,858 mg,Teva Pharmaceutical Industries Ltd.,Diabetes,Prescription
Cefmet,Antipyretic,Syrup,386 mg,Johnson & Johnson,Virus,Prescription
Metonazole,Analgesic,Tablet,573 mg,Sanofi S.A.,Fever,Over-the-Counter
Cefprofen,Analgesic,Injection,101 mg,Roche Holding AG,Fungus,Prescription
Metomycin,Antidepressant,Drops,595 mg,Pfizer Inc.,Fever,Over-the-Counter
Metomet,Analgesic,Injection,919 mg,Bayer AG,Infection,Prescription
Doloprofen,Antifungal,Injection,338 mg,Bristol-Myers Squibb Company,Virus,Over-the-Counter
Claricillin,Antiviral,Tablet,733 mg,Teva Pharmaceutical Industries Ltd.,Fungus,Prescription
Ibuprocillin,Analgesic,Syrup,510 mg,Novartis AG,Diabetes,Prescription
Ibuproprofen,Antidepressant,Inhaler,420 mg,Boehringer Ingelheim GmbH,Fever,Prescription
Ibuproprofen,Antidepressant,Drops,742 mg,GlaxoSmithKline plc,Pain,Prescription
Dolovir,Analgesic,Cream,824 mg,Roche Holding AG,Fever,Prescription
Doloprofen,Antipyretic,Tablet,183 mg,Takeda Pharmaceutical Company Limited,Fungus,Prescription
Claricillin,Antiseptic,Inhaler,970 mg,Amgen Inc.,Virus,Prescription
Amoxinazole,Antibiotic,Injection,85 mg,AbbVie Inc.,Diabetes,Prescription
Acetovir,Antibiotic,Tablet,667 mg,Bayer AG,Fungus,Prescription
Metocillin,Antifungal,Injection,125 mg,"Merck & Co., Inc.",Fungus,Over-the-Counter
Metocillin,Antibiotic,Inhaler,959 mg,Boehringer Ingelheim GmbH,Infection,Over-the-Counter
Ibuprophen,Antifungal,Cream,867 mg,Sanofi S.A.,Depression,Prescription
Dolomet,Antipyretic,Capsule,553 mg,AstraZeneca plc,Wound,Prescription
Ibuproprofen,Analgesic,Injection,998 mg,Pfizer Inc.,Fungus,Prescription
Metocillin,Antipyretic,Syrup,47 mg,AbbVie Inc.,Infection,Over-the-Counter
Ibuproprofen,Antipyretic,Cream,622 mg,"Gilead Sciences, Inc.",Depression,Prescription
Claristatin,Antibiotic,Injection,10 mg,Boehringer Ingelheim GmbH,Pain,Prescription
Dolocillin,Antiviral,Capsule,683 mg,AbbVie Inc.,Wound,Prescription
Clarimycin,Antiseptic,Drops,156 mg,Amgen Inc.,Infection,Prescription
Dextromycin,Antipyretic,Inhaler,75 mg,Roche Holding AG,Pain,Prescription
Dextroprofen,Antiseptic,Injection,504 mg,Bayer AG,Diabetes,Prescription
Ibupromycin,Antifungal,Injection,353 mg,Sanofi S.A.,Diabetes,Prescription
Clariprofen,Antiseptic,Ointment,431 mg,Roche Holding AG,Depression,Over-the-Counter
Dolovir,Antidiabetic,Syrup,164 mg,Sanofi S.A.,Fungus,Prescription
Metophen,Antiseptic,Syrup,707 mg,Novo Nordisk A/S,Depression,Over-the-Counter
Acetostatin,Antifungal,Ointment,802 mg,GlaxoSmithKline plc,Fever,Over-the-Counter
Metomet,Antibiotic,Injection,516 mg,Sanofi S.A.,Virus,Prescription
Clarimycin,Antidepressant,Cream,621 mg,Bayer AG,Wound,Over-the-Counter
Acetocillin,Analgesic,Tablet,328 mg,Bayer AG,Fever,Prescription
Clariprofen,Antidepressant,Capsule,662 mg,"Merck & Co., Inc.",Wound,Prescription
Amoxivir,Antibiotic,Capsule,233 mg,CSL Limited,Depression,Over-the-Counter
Dextrovir,Antifungal,Cream,994 mg,AstraZeneca plc,Infection,Prescription
Dolostatin,Antiviral,Cream,807 mg,Roche Holding AG,Depression,Over-the-Counter
Metophen,Antiseptic,Capsule,56 mg,Biogen Inc.,Fungus,Prescription
Doloprofen,Antipyretic,Syrup,164 mg,CSL Limited,Diabetes,Prescription
Ibupromet,Antidiabetic,Syrup,901 mg,AstraZeneca plc,Fungus,Prescription
Amoxistatin,Analgesic,Drops,389 mg,Pfizer Inc.,Infection,Over-the-Counter
Claricillin,Antifungal,Tablet,277 mg,Novartis AG,Fungus,Prescription
Amoximycin,Antibiotic,Syrup,442 mg,Takeda Pharmaceutical Company Limited,Depression,Over-the-Counter
Metonazole,Antipyretic,Capsule,754 mg,Bayer AG,Infection,Over-the-Counter
Clarivir,Antifungal,Inhaler,529 mg,Amgen Inc.,Wound,Over-the-Counter
Amoxistatin,Antiviral,Inhaler,22 mg,AbbVie Inc.,Wound,Prescription
Amoxistatin,Antidiabetic,Drops,354 mg,Eli Lilly and Company,Wound,Over-the-Counter
Metomycin,Analgesic,Injection,711 mg,GlaxoSmithKline plc,Virus,Over-the-Counter
Dolophen,Antidepressant,Drops,638 mg,GlaxoSmithKline plc,Infection,Prescription
Claristatin,Antipyretic,Ointment,500 mg,Novartis AG,Infection,Over-the-Counter
Ibuprovir,Antidiabetic,Drops,904 mg,AbbVie Inc.,Virus,Over-the-Counter
Cefmycin,Antidepressant,Inhaler,539 mg,GlaxoSmithKline plc,Depression,Prescription
Amoxiprofen,Antipyretic,Inhaler,943 mg,GlaxoSmithKline plc,Wound,Prescription
Ibuprophen,Antibiotic,Drops,41 mg,GlaxoSmithKline plc,Pain,Prescription
Cefvir,Antibiotic,Syrup,571 mg,"Merck & Co., Inc.",Infection,Prescription
Dolophen,Antiseptic,Tablet,445 mg,CSL Limited,Diabetes,Over-the-Counter
Dextromycin,Antidiabetic,Ointment,11 mg,Bayer AG,Virus,Over-the-Counter
Dolovir,Antiseptic,Tablet,404 mg,Novo Nordisk A/S,Wound,Over-the-Counter
Dolostatin,Antiseptic,Injection,75 mg,Roche Holding AG,Diabetes,Prescription
Ibupromycin,Antiseptic,Tablet,288 mg,GlaxoSmithKline plc,Pain,Over-the-Counter
Dextrocillin,Analgesic,Syrup,604 mg,Pfizer Inc.,Fever,Prescription
Ibuprophen,Antifungal,Tablet,908 mg,AbbVie Inc.,Infection,Prescription
